Country,Type,Serial,CEFR,Upper/lower/students/teachers/others,Grammar,Spelling,Word Count,Average Sentence Length,Function Word Count,FWratio
HKG,SMK,51,B1,2,0,2,213,15,84,0.394366197
HKG,SMK,52,B1,2,0,0,239,15,99,0.414225941
HKG,SMK,53,B1,1,0,8,275,16,102,0.370909091
HKG,SMK,54,B2,0,0,0,233,12,88,0.377682403
HKG,SMK,55,B2,0,0,6,217,18,91,0.419354839
HKG,SMK,56,B2,0,0,0,204,18,86,0.421568627
HKG,SMK,57,B1,1,2,4,252,15,97,0.384920635
HKG,SMK,58,B1,2,2,0,192,14,73,0.380208333
HKG,SMK,59,B1,1,0,5,256,18,102,0.3984375
HKG,SMK,60,B1,1,0,3,237,13,84,0.35443038
HKG,SMK,61,B2,0,0,0,201,18,84,0.417910448
HKG,SMK,62,B1,2,0,1,215,15,85,0.395348837
HKG,SMK,63,B1,1,2,0,239,15,88,0.368200837
HKG,SMK,64,B1,1,1,0,215,16,78,0.362790698
HKG,SMK,65,B2,0,2,5,244,14,89,0.364754098
HKG,SMK,66,B1,2,0,10,275,18,113,0.410909091
HKG,SMK,67,B1,2,0,0,201,11,61,0.303482587
HKG,SMK,68,B2,0,0,1,178,12,67,0.376404494
HKG,SMK,69,B1,2,0,1,184,20,91,0.494565217
HKG,SMK,70,B1,1,0,0,202,15,88,0.435643564
HKG,SMK,71,B1,2,1,10,241,17,103,0.427385892
HKG,SMK,72,B1,2,0,9,240,24,104,0.433333333
HKG,SMK,73,B1,2,1,0,207,17,77,0.371980676
HKG,SMK,74,B1,1,0,1,207,14,60,0.289855072
HKG,SMK,75,B2,0,0,9,240,17,87,0.3625
HKG,SMK,76,B1,1,0,0,224,13,80,0.357142857
HKG,SMK,77,B1,2,0,0,213,15,80,0.375586854
HKG,SMK,78,B1,2,1,11,256,17,94,0.3671875
HKG,SMK,79,B1,1,0,1,269,13,103,0.382899628
HKG,SMK,80,B1,2,0,8,313,16,103,0.329073482
HKG,SMK,81,B1,1,0,0,226,14,76,0.336283186
HKG,SMK,82,B2,0,0,0,206,15,77,0.373786408
HKG,SMK,83,B1,2,0,0,180,13,55,0.305555556
HKG,SMK,84,B1,2,0,0,183,14,71,0.387978142
HKG,SMK,85,B1,1,1,5,236,11,86,0.36440678
HKG,SMK,86,B1,2,0,0,230,10,80,0.347826087
HKG,SMK,87,B1,1,0,0,200,14,65,0.325
HKG,SMK,88,B1,2,0,0,197,14,76,0.385786802
HKG,SMK,89,B1,1,0,8,287,17,115,0.400696864
HKG,SMK,90,B1,1,0,0,184,11,60,0.326086957
HKG,SMK,91,B2,0,0,0,209,13,87,0.416267943
HKG,SMK,92,B2,0,0,0,281,28,125,0.444839858
HKG,SMK,93,B1,2,0,5,237,14,83,0.35021097
HKG,SMK,94,B1,2,0,1,184,18,73,0.39673913
HKG,SMK,95,A2,0,0,7,246,15,87,0.353658537
HKG,SMK,96,B1,1,0,5,255,15,90,0.352941176
HKG,SMK,97,B1,1,0,0,201,14,73,0.36318408
HKG,SMK,98,B1,2,0,0,242,22,103,0.425619835
HKG,SMK,99,B1,2,0,12,296,14,110,0.371621622
HKG,SMK,100,B1,2,0,0,235,16,96,0.408510638
IDN,PTJ,1,B1,1,0,0,253,13,98,0.387351779
IDN,PTJ,2,B1,1,0,5,218,14,97,0.444954128
IDN,PTJ,3,B1,1,2,0,246,11,101,0.410569106
IDN,PTJ,4,B1,1,2,3,203,14,84,0.413793103
IDN,PTJ,5,B1,1,0,3,216,12,98,0.453703704
IDN,PTJ,6,A2,0,0,1,195,12,61,0.312820513
IDN,PTJ,7,B1,1,0,3,215,15,96,0.446511628
IDN,PTJ,8,A2,0,0,1,259,19,109,0.420849421
IDN,PTJ,9,B1,2,0,0,215,11,79,0.36744186
IDN,PTJ,10,B1,2,1,8,277,13,104,0.375451264
IDN,PTJ,11,B1,1,1,1,228,13,89,0.390350877
IDN,PTJ,12,B1,1,0,12,285,19,122,0.428070175
IDN,PTJ,13,B1,1,0,1,246,12,90,0.365853659
IDN,PTJ,14,B1,1,2,0,201,18,87,0.432835821
IDN,PTJ,15,B1,2,1,2,248,10,82,0.330645161
IDN,PTJ,16,B1,1,0,0,209,19,91,0.435406699
IDN,PTJ,17,A2,0,2,1,218,16,103,0.472477064
IDN,PTJ,18,B1,1,0,0,234,16,92,0.393162393
IDN,PTJ,19,B1,1,5,2,187,17,83,0.443850267
IDN,PTJ,20,B1,2,6,2,242,14,105,0.433884298
IDN,PTJ,21,B1,2,0,1,206,25,90,0.436893204
IDN,PTJ,22,A2,0,4,5,263,14,94,0.357414449
IDN,PTJ,23,A2,0,0,0,200,18,85,0.425
IDN,PTJ,24,B1,2,2,0,205,15,84,0.409756098
IDN,PTJ,25,A2,0,0,1,205,22,75,0.365853659
IDN,PTJ,26,B1,1,0,0,214,19,96,0.448598131
IDN,PTJ,27,B1,2,0,2,212,15,90,0.424528302
IDN,PTJ,28,B1,1,0,0,230,19,98,0.426086957
IDN,PTJ,29,B1,1,1,0,214,13,90,0.420560748
IDN,PTJ,30,B1,1,1,3,201,11,81,0.402985075
IDN,PTJ,31,B1,2,0,1,261,15,103,0.394636015
IDN,PTJ,32,B1,1,1,0,208,13,94,0.451923077
IDN,PTJ,33,B1,2,0,0,225,18,89,0.395555556
IDN,PTJ,34,B1,2,1,0,216,12,81,0.375
IDN,PTJ,35,B1,2,0,0,232,15,86,0.370689655
IDN,PTJ,36,B1,1,0,2,207,13,84,0.405797101
IDN,PTJ,37,B1,2,0,7,289,18,117,0.404844291
IDN,PTJ,38,B1,1,1,0,226,13,101,0.446902655
IDN,PTJ,39,A2,0,1,4,235,13,84,0.357446809
IDN,PTJ,40,B1,2,1,0,213,14,76,0.356807512
IDN,PTJ,41,B1,1,0,7,278,16,112,0.402877698
IDN,PTJ,42,B1,2,0,12,288,16,102,0.354166667
IDN,PTJ,43,B1,1,0,5,298,14,114,0.382550336
IDN,PTJ,44,B1,2,0,0,203,14,78,0.384236453
IDN,PTJ,45,A2,0,0,6,300,15,129,0.43
IDN,PTJ,46,B1,2,0,2,203,67,96,0.472906404
IDN,PTJ,47,B1,1,0,2,200,14,95,0.475
IDN,PTJ,48,B1,2,3,2,213,12,81,0.38028169
IDN,PTJ,49,B1,2,1,3,210,17,80,0.380952381
IDN,PTJ,50,A2,0,1,2,207,20,85,0.410628019
IDN,PTJ,51,B1,1,0,7,277,12,111,0.400722022
IDN,PTJ,52,B1,1,3,1,219,13,81,0.369863014
IDN,PTJ,53,B1,1,2,2,212,17,89,0.419811321
IDN,PTJ,54,A2,0,1,9,244,17,100,0.409836066
IDN,PTJ,55,B1,1,2,11,277,23,112,0.40433213
IDN,PTJ,56,B1,1,4,3,202,15,68,0.336633663
IDN,PTJ,57,B1,1,0,0,206,20,99,0.480582524
IDN,PTJ,58,B1,2,0,3,254,14,104,0.409448819
IDN,PTJ,59,B1,1,0,3,202,16,78,0.386138614
IDN,PTJ,60,B1,2,0,2,210,23,85,0.404761905
IDN,PTJ,61,B1,2,0,0,204,14,67,0.328431373
IDN,PTJ,62,B1,2,0,1,229,15,88,0.384279476
IDN,PTJ,63,A2,0,1,2,208,10,73,0.350961538
IDN,PTJ,64,B1,2,1,6,293,16,110,0.375426621
IDN,PTJ,65,B1,2,1,0,244,20,102,0.418032787
IDN,PTJ,66,B1,2,3,2,252,16,101,0.400793651
IDN,PTJ,67,B1,1,0,4,238,14,89,0.37394958
IDN,PTJ,68,B1,1,0,1,207,20,74,0.357487923
IDN,PTJ,69,B1,2,0,0,267,15,100,0.374531835
IDN,PTJ,70,A2,0,3,2,210,11,75,0.357142857
IDN,PTJ,71,A2,0,2,0,213,13,99,0.464788732
IDN,PTJ,72,B1,2,0,3,206,15,82,0.398058252
IDN,PTJ,73,B1,2,0,3,231,13,85,0.367965368
IDN,PTJ,74,B1,1,0,8,299,16,128,0.428093645
IDN,PTJ,75,A2,0,0,10,257,28,77,0.299610895
IDN,PTJ,76,B1,2,0,0,247,14,102,0.412955466
IDN,PTJ,77,B1,2,1,3,212,13,96,0.452830189
IDN,PTJ,78,B1,2,0,0,219,16,87,0.397260274
IDN,PTJ,79,B1,1,0,0,206,18,82,0.398058252
IDN,PTJ,80,A2,0,2,3,238,19,103,0.432773109
IDN,PTJ,81,B1,1,0,2,255,18,108,0.423529412
IDN,PTJ,82,B1,2,0,0,214,13,77,0.359813084
IDN,PTJ,83,B1,1,1,1,210,11,74,0.352380952
IDN,PTJ,84,B1,1,2,4,236,19,104,0.440677966
IDN,PTJ,85,B1,2,0,0,221,12,80,0.36199095
IDN,PTJ,86,B1,2,0,0,213,11,73,0.342723005
IDN,PTJ,87,B1,1,1,4,232,19,95,0.409482759
IDN,PTJ,88,B1,1,2,2,220,12,88,0.4
IDN,PTJ,89,B1,1,2,0,219,16,93,0.424657534
IDN,PTJ,90,B1,2,0,0,297,19,125,0.420875421
IDN,PTJ,91,B1,2,0,3,273,21,125,0.457875458
IDN,PTJ,92,B1,1,0,0,207,13,89,0.429951691
IDN,PTJ,93,B1,1,1,2,211,17,97,0.45971564
IDN,PTJ,94,A2,0,0,7,253,21,97,0.383399209
IDN,PTJ,95,A2,0,1,0,217,12,73,0.33640553
IDN,PTJ,96,B1,1,1,2,208,14,89,0.427884615
IDN,PTJ,97,A2,0,1,0,240,20,116,0.483333333
IDN,PTJ,98,B1,2,1,0,273,11,101,0.36996337
IDN,PTJ,99,B1,2,0,4,300,21,132,0.44
IDN,PTJ,100,B1,2,0,0,210,17,96,0.457142857
IDN,PTJ,101,B1,2,0,10,300,15,110,0.366666667
IDN,PTJ,102,B1,1,1,0,221,14,89,0.402714932
IDN,PTJ,103,B1,1,0,0,236,15,105,0.444915254
IDN,PTJ,104,B1,1,0,2,258,14,108,0.418604651
IDN,PTJ,105,B1,1,1,0,211,13,81,0.383886256
IDN,PTJ,106,B1,1,2,3,203,29,92,0.45320197
IDN,PTJ,107,B1,2,0,0,237,21,101,0.426160338
IDN,PTJ,108,B1,2,0,7,217,19,96,0.442396313
IDN,PTJ,109,B1,1,0,2,210,21,84,0.4
IDN,PTJ,110,A2,0,2,9,272,20,116,0.426470588
IDN,PTJ,111,B1,2,0,3,270,15,118,0.437037037
IDN,PTJ,112,B1,1,3,4,249,11,109,0.437751004
IDN,PTJ,113,B1,2,2,4,299,15,125,0.418060201
IDN,PTJ,114,B1,2,1,4,202,15,72,0.356435644
IDN,PTJ,115,B1,2,1,9,233,17,104,0.446351931
IDN,PTJ,116,B1,1,0,0,209,16,98,0.468899522
IDN,PTJ,117,B1,2,0,2,205,13,80,0.390243902
IDN,PTJ,118,B1,1,1,2,295,15,138,0.46779661
IDN,PTJ,119,A2,0,0,0,203,20,93,0.458128079
IDN,PTJ,120,B1,1,1,9,287,13,124,0.432055749
IDN,PTJ,121,B1,1,4,0,206,18,83,0.402912621
IDN,PTJ,122,B1,1,0,2,216,30,103,0.476851852
IDN,PTJ,123,B1,1,1,0,208,13,91,0.4375
IDN,PTJ,124,B1,1,0,1,241,18,107,0.443983402
IDN,PTJ,125,B1,1,0,1,260,17,97,0.373076923
IDN,PTJ,126,A2,0,0,1,204,29,81,0.397058824
IDN,PTJ,127,B1,1,6,0,273,10,105,0.384615385
IDN,PTJ,128,A2,0,2,0,235,11,90,0.382978723
IDN,PTJ,129,B1,1,0,2,239,17,104,0.435146444
IDN,PTJ,130,B1,2,0,12,299,15,120,0.401337793
IDN,PTJ,131,B1,2,5,4,236,19,94,0.398305085
IDN,PTJ,132,B1,2,1,0,213,21,85,0.399061033
IDN,PTJ,133,B1,2,0,8,287,16,122,0.425087108
IDN,PTJ,134,B1,1,5,1,215,16,84,0.390697674
IDN,PTJ,135,B1,2,0,6,259,14,85,0.328185328
IDN,PTJ,136,B1,2,0,6,280,18,125,0.446428571
IDN,PTJ,137,A2,0,1,0,205,17,92,0.448780488
IDN,PTJ,138,B1,1,0,1,201,18,98,0.487562189
IDN,PTJ,139,B1,1,2,0,205,14,83,0.404878049
IDN,PTJ,140,B1,1,0,1,218,11,93,0.426605505
IDN,PTJ,141,B1,1,0,9,288,18,131,0.454861111
IDN,PTJ,142,B1,2,1,8,285,17,127,0.445614035
IDN,PTJ,143,B1,1,3,1,223,15,83,0.372197309
IDN,PTJ,144,B1,1,0,0,223,12,84,0.376681614
IDN,PTJ,145,B1,1,2,2,211,17,96,0.454976303
IDN,PTJ,146,B1,1,0,4,236,18,90,0.381355932
IDN,PTJ,147,B1,2,0,0,216,21,92,0.425925926
IDN,PTJ,148,B1,2,0,0,231,11,80,0.346320346
IDN,PTJ,149,B1,2,0,0,242,15,98,0.404958678
IDN,PTJ,150,B1,2,0,1,248,13,89,0.358870968
IDN,PTJ,151,A2,0,0,2,279,15,125,0.448028674
IDN,PTJ,152,B1,2,1,3,277,13,118,0.42599278
IDN,PTJ,153,B1,2,2,2,289,13,103,0.356401384
IDN,PTJ,154,A2,0,1,1,200,11,75,0.375
IDN,PTJ,155,B1,2,0,1,234,16,97,0.414529915
IDN,PTJ,156,B1,1,2,1,209,23,98,0.468899522
IDN,PTJ,157,B1,1,0,3,205,14,89,0.434146341
IDN,PTJ,158,B1,2,2,0,261,13,105,0.402298851
IDN,PTJ,159,B1,2,0,0,220,27,102,0.463636364
IDN,PTJ,160,B1,2,0,4,260,20,102,0.392307692
IDN,PTJ,161,B2,0,0,0,278,18,117,0.420863309
IDN,PTJ,162,B1,1,1,1,218,16,85,0.389908257
IDN,PTJ,163,B1,1,0,0,226,12,93,0.411504425
IDN,PTJ,164,B1,2,0,2,231,10,85,0.367965368
IDN,PTJ,165,B1,2,2,0,215,15,85,0.395348837
IDN,PTJ,166,B1,1,1,12,289,17,119,0.411764706
IDN,PTJ,167,A2,0,0,1,252,21,107,0.424603175
IDN,PTJ,168,B1,2,0,0,244,18,106,0.43442623
IDN,PTJ,169,B1,2,1,9,270,13,96,0.355555556
IDN,PTJ,170,B1,1,2,0,244,13,97,0.397540984
IDN,PTJ,171,B1,2,0,1,195,11,78,0.4
IDN,PTJ,172,B1,2,3,0,238,15,94,0.394957983
IDN,PTJ,173,B1,2,4,6,275,15,106,0.385454545
IDN,PTJ,174,B1,1,1,1,202,12,67,0.331683168
IDN,PTJ,175,B1,1,4,8,294,21,127,0.431972789
IDN,PTJ,176,B1,1,0,1,287,13,115,0.400696864
IDN,PTJ,177,B2,0,0,0,238,21,106,0.445378151
IDN,PTJ,178,B2,0,0,1,261,23,112,0.429118774
IDN,PTJ,179,A2,0,0,3,224,18,90,0.401785714
IDN,PTJ,180,B1,2,0,0,201,25,86,0.427860697
IDN,PTJ,181,B1,2,0,0,203,22,91,0.448275862
IDN,PTJ,182,A2,0,0,0,230,12,91,0.395652174
IDN,PTJ,183,B1,1,0,0,209,19,94,0.449760766
IDN,PTJ,184,B1,2,1,4,248,15,109,0.439516129
IDN,PTJ,185,B1,1,1,0,241,13,88,0.365145228
IDN,PTJ,186,A2,0,0,0,213,106,103,0.483568075
IDN,PTJ,187,B1,2,0,0,225,14,94,0.417777778
IDN,PTJ,188,B1,2,1,1,219,16,89,0.406392694
IDN,PTJ,189,B1,2,0,0,219,11,77,0.351598174
IDN,PTJ,190,B1,2,1,1,202,14,76,0.376237624
IDN,PTJ,191,A2,0,0,3,215,35,92,0.427906977
IDN,PTJ,192,B1,2,0,0,203,11,77,0.379310345
IDN,PTJ,193,A2,0,0,1,207,11,79,0.381642512
IDN,PTJ,194,B1,2,0,0,207,15,89,0.429951691
IDN,PTJ,195,B1,1,2,1,228,14,104,0.456140351
IDN,PTJ,196,B1,2,0,6,271,20,114,0.420664207
IDN,PTJ,197,B1,2,0,0,204,13,81,0.397058824
IDN,PTJ,198,B1,2,1,0,244,18,99,0.405737705
IDN,PTJ,199,A2,0,0,3,247,19,99,0.400809717
IDN,PTJ,200,B1,1,0,1,206,14,88,0.427184466
IDN,SMK,1,B1,1,0,2,233,21,100,0.429184549
IDN,SMK,2,B1,1,0,5,225,13,83,0.368888889
IDN,SMK,3,B1,1,1,4,246,11,103,0.418699187
IDN,SMK,4,B1,1,0,1,203,15,73,0.359605911
IDN,SMK,5,B1,1,1,7,212,12,72,0.339622642
IDN,SMK,6,A2,0,0,3,210,11,54,0.257142857
IDN,SMK,7,B1,1,0,0,204,15,90,0.441176471
IDN,SMK,8,A2,0,0,3,239,18,96,0.40167364
IDN,SMK,9,B1,2,0,0,204,11,82,0.401960784
IDN,SMK,10,B1,2,0,0,205,12,80,0.390243902
IDN,SMK,11,B1,1,2,0,202,13,75,0.371287129
IDN,SMK,12,B1,1,0,1,221,15,90,0.407239819
IDN,SMK,13,B1,1,1,6,241,14,83,0.34439834
IDN,SMK,14,B1,1,4,0,206,17,84,0.40776699
IDN,SMK,15,B1,2,0,5,221,11,80,0.36199095
IDN,SMK,16,B1,1,1,0,214,17,80,0.373831776
IDN,SMK,17,A2,0,3,5,249,14,112,0.449799197
IDN,SMK,18,B1,1,1,1,207,13,83,0.400966184
IDN,SMK,19,B1,1,6,0,205,17,86,0.419512195
IDN,SMK,20,B1,2,3,5,278,14,121,0.435251799
IDN,SMK,21,B1,2,0,0,205,15,75,0.365853659
IDN,SMK,22,A2,0,3,2,232,15,95,0.409482759
IDN,SMK,23,A2,0,1,0,203,14,90,0.443349754
IDN,SMK,24,B1,2,1,0,217,16,85,0.391705069
IDN,SMK,25,A2,0,1,0,212,23,78,0.367924528
IDN,SMK,26,B1,1,0,2,192,14,72,0.375
IDN,SMK,27,B1,2,0,2,209,16,89,0.425837321
IDN,SMK,28,B1,1,0,1,200,16,76,0.38
IDN,SMK,29,B1,1,6,8,247,16,78,0.315789474
IDN,SMK,30,B1,1,2,1,200,9,78,0.39
IDN,SMK,31,B1,2,0,3,249,13,92,0.369477912
IDN,SMK,32,B1,1,0,3,215,14,76,0.353488372
IDN,SMK,33,B1,2,1,0,223,14,87,0.390134529
IDN,SMK,34,B1,2,0,0,206,11,76,0.368932039
IDN,SMK,35,B1,2,0,0,206,15,84,0.40776699
IDN,SMK,36,B1,1,0,2,214,11,81,0.378504673
IDN,SMK,37,B1,2,0,0,281,23,119,0.423487544
IDN,SMK,38,B1,1,2,2,205,9,81,0.395121951
IDN,SMK,39,A2,0,3,1,207,10,64,0.309178744
IDN,SMK,40,B1,2,0,0,217,16,84,0.387096774
IDN,SMK,41,B1,1,1,6,287,13,110,0.383275261
IDN,SMK,42,B1,2,0,9,295,18,114,0.386440678
IDN,SMK,43,B1,1,0,7,286,17,123,0.43006993
IDN,SMK,44,B1,2,0,1,241,14,92,0.381742739
IDN,SMK,45,A2,0,0,3,262,8,101,0.385496183
IDN,SMK,46,B1,2,0,4,235,58,111,0.472340426
IDN,SMK,47,B1,1,1,1,204,14,93,0.455882353
IDN,SMK,48,B1,2,0,0,207,11,76,0.367149758
IDN,SMK,49,B1,2,0,0,202,20,78,0.386138614
IDN,SMK,50,A2,0,3,9,208,17,81,0.389423077
IDN,SMK,51,B1,1,1,6,251,12,97,0.386454183
IDN,SMK,52,B1,1,2,1,203,22,61,0.300492611
IDN,SMK,53,B1,1,2,10,295,22,144,0.488135593
IDN,SMK,54,A2,0,1,4,256,16,107,0.41796875
IDN,SMK,55,B1,1,0,7,232,29,97,0.418103448
IDN,SMK,56,B1,1,2,5,207,18,85,0.410628019
IDN,SMK,57,B1,1,2,11,221,24,80,0.36199095
IDN,SMK,58,B1,2,0,0,220,18,92,0.418181818
IDN,SMK,59,B1,1,2,0,191,14,79,0.413612565
IDN,SMK,60,B1,2,0,1,217,18,90,0.414746544
IDN,SMK,61,B1,2,0,0,245,12,106,0.432653061
IDN,SMK,62,B1,2,1,1,203,18,82,0.403940887
IDN,SMK,63,A2,0,4,4,205,9,71,0.346341463
IDN,SMK,64,B1,2,0,9,290,13,116,0.4
IDN,SMK,65,B1,2,0,0,264,26,112,0.424242424
IDN,SMK,66,B1,2,0,0,204,15,90,0.441176471
IDN,SMK,67,B1,1,1,2,206,10,69,0.334951456
IDN,SMK,68,B1,1,1,0,206,15,70,0.339805825
IDN,SMK,69,B1,2,0,0,203,12,79,0.389162562
IDN,SMK,70,A2,0,1,2,201,11,76,0.378109453
IDN,SMK,71,A2,0,3,1,208,14,84,0.403846154
IDN,SMK,72,B1,2,3,0,207,15,80,0.38647343
IDN,SMK,73,B1,2,1,8,244,13,86,0.352459016
IDN,SMK,74,B1,1,0,1,197,14,76,0.385786802
IDN,SMK,75,A2,0,0,1,226,25,70,0.309734513
IDN,SMK,76,B1,2,0,0,228,12,84,0.368421053
IDN,SMK,77,B1,2,0,6,206,13,71,0.344660194
IDN,SMK,78,B1,2,0,0,248,20,90,0.362903226
IDN,SMK,79,B1,1,0,0,223,22,101,0.452914798
IDN,SMK,80,A2,0,1,1,208,17,80,0.384615385
IDN,SMK,81,B1,1,0,6,288,18,107,0.371527778
IDN,SMK,82,B1,2,0,5,273,11,96,0.351648352
IDN,SMK,83,B1,1,3,3,205,11,76,0.370731707
IDN,SMK,84,B1,1,0,3,232,17,95,0.409482759
IDN,SMK,85,B1,2,1,5,201,16,66,0.328358209
IDN,SMK,86,B1,2,0,0,206,9,56,0.27184466
IDN,SMK,87,B1,1,0,0,209,16,77,0.368421053
IDN,SMK,88,B1,1,2,2,241,14,98,0.406639004
IDN,SMK,89,B1,1,1,1,266,16,105,0.394736842
IDN,SMK,90,B1,2,0,4,287,15,104,0.362369338
IDN,SMK,91,B1,2,0,4,266,22,115,0.432330827
IDN,SMK,92,B1,1,0,1,209,12,94,0.449760766
IDN,SMK,93,B1,1,2,10,265,29,109,0.411320755
IDN,SMK,94,A2,0,1,7,226,15,76,0.336283186
IDN,SMK,95,A2,0,0,9,294,12,99,0.336734694
IDN,SMK,96,B1,1,0,0,214,17,91,0.425233645
IDN,SMK,97,A2,0,2,2,198,18,90,0.454545455
IDN,SMK,98,B1,2,1,1,214,8,57,0.26635514
IDN,SMK,99,B1,2,0,2,229,22,92,0.401746725
IDN,SMK,100,B1,2,0,1,253,19,114,0.450592885
IDN,SMK,101,B1,2,1,0,206,13,79,0.383495146
IDN,SMK,102,B1,1,0,1,219,11,79,0.360730594
IDN,SMK,103,B1,1,3,11,199,12,69,0.346733668
IDN,SMK,104,B1,1,0,0,242,13,106,0.438016529
IDN,SMK,105,B1,1,1,0,200,16,74,0.37
IDN,SMK,106,B1,1,5,3,211,19,93,0.440758294
IDN,SMK,107,B1,2,0,4,247,16,91,0.368421053
IDN,SMK,108,B1,2,2,0,223,24,97,0.434977578
IDN,SMK,109,B1,1,0,0,206,20,77,0.373786408
IDN,SMK,110,A2,0,1,8,286,16,97,0.339160839
IDN,SMK,111,B1,2,0,0,208,14,90,0.432692308
IDN,SMK,112,B1,1,1,10,243,10,94,0.386831276
IDN,SMK,113,B1,2,1,7,298,12,114,0.382550336
IDN,SMK,114,B1,2,2,0,198,14,79,0.398989899
IDN,SMK,115,B1,2,0,1,224,14,95,0.424107143
IDN,SMK,116,B1,1,2,2,206,17,88,0.427184466
IDN,SMK,117,B1,2,0,0,212,9,72,0.339622642
IDN,SMK,118,B1,1,0,11,225,13,96,0.426666667
IDN,SMK,119,A2,0,0,0,234,18,86,0.367521368
IDN,SMK,120,B1,1,1,1,213,11,85,0.399061033
IDN,SMK,121,B1,1,0,10,298,18,110,0.369127517
IDN,SMK,122,B1,1,0,0,213,21,94,0.441314554
IDN,SMK,123,B1,1,2,1,215,11,74,0.344186047
IDN,SMK,124,B1,1,2,0,217,14,90,0.414746544
IDN,SMK,125,B1,1,2,5,286,15,117,0.409090909
IDN,SMK,126,A2,0,0,0,213,19,73,0.342723005
IDN,SMK,127,B1,1,2,4,221,11,83,0.375565611
IDN,SMK,128,A2,0,3,0,192,16,70,0.364583333
IDN,SMK,129,B1,1,0,0,212,16,91,0.429245283
IDN,SMK,130,B1,2,1,3,239,12,91,0.380753138
IDN,SMK,131,B1,2,1,1,213,21,83,0.389671362
IDN,SMK,132,B1,2,0,0,208,26,78,0.375
IDN,SMK,133,B1,2,0,10,240,15,88,0.366666667
IDN,SMK,134,B1,1,3,2,205,12,72,0.351219512
IDN,SMK,135,B1,2,0,8,262,16,96,0.366412214
IDN,SMK,136,B1,2,0,0,247,14,100,0.4048583
IDN,SMK,137,A2,0,0,10,268,19,95,0.354477612
IDN,SMK,138,B1,1,2,0,224,14,95,0.424107143
IDN,SMK,139,B1,1,0,4,252,16,95,0.376984127
IDN,SMK,140,B1,1,2,1,209,11,75,0.358851675
IDN,SMK,141,B1,1,0,10,280,23,122,0.435714286
IDN,SMK,142,B1,2,0,3,226,15,89,0.39380531
IDN,SMK,143,B1,1,1,2,205,12,75,0.365853659
IDN,SMK,144,B1,1,1,2,202,16,71,0.351485149
IDN,SMK,145,B1,1,1,1,201,13,77,0.383084577
IDN,SMK,146,B1,1,0,0,211,19,82,0.388625592
IDN,SMK,147,B1,2,1,0,212,30,98,0.462264151
IDN,SMK,148,B1,2,1,8,267,15,91,0.34082397
IDN,SMK,149,B1,2,0,0,245,12,83,0.33877551
IDN,SMK,150,B1,2,0,2,226,12,79,0.349557522
IDN,SMK,151,A2,0,0,7,268,14,116,0.432835821
IDN,SMK,152,B1,2,1,0,282,12,109,0.386524823
IDN,SMK,153,B1,2,0,15,278,14,99,0.356115108
IDN,SMK,154,A2,0,5,6,212,10,80,0.377358491
IDN,SMK,155,B1,2,0,9,273,13,113,0.413919414
IDN,SMK,156,B1,1,2,1,211,17,87,0.412322275
IDN,SMK,157,B1,1,0,2,207,13,85,0.410628019
IDN,SMK,158,B1,2,1,0,209,13,77,0.368421053
IDN,SMK,159,B1,2,0,7,209,19,84,0.401913876
IDN,SMK,160,B1,2,0,6,259,16,106,0.409266409
IDN,SMK,161,B2,0,0,1,224,20,96,0.428571429
IDN,SMK,162,B1,1,1,0,210,17,85,0.404761905
IDN,SMK,163,B1,1,0,0,204,11,81,0.397058824
IDN,SMK,164,B1,2,0,1,202,8,65,0.321782178
IDN,SMK,165,B1,2,2,13,277,13,90,0.324909747
IDN,SMK,166,B1,1,0,6,286,19,127,0.444055944
IDN,SMK,167,A2,0,1,7,257,17,102,0.39688716
IDN,SMK,168,B1,2,0,6,212,17,91,0.429245283
IDN,SMK,169,B1,2,0,2,205,12,75,0.365853659
IDN,SMK,170,B1,1,0,2,212,14,78,0.367924528
IDN,SMK,171,B1,2,0,2,206,15,77,0.373786408
IDN,SMK,172,B1,2,3,1,243,16,94,0.386831276
IDN,SMK,173,B1,2,4,9,278,15,106,0.381294964
IDN,SMK,174,B1,1,0,0,201,12,86,0.427860697
IDN,SMK,175,B1,1,1,1,208,18,96,0.461538462
IDN,SMK,176,B1,1,1,13,292,13,99,0.339041096
IDN,SMK,177,B2,0,1,8,256,23,103,0.40234375
IDN,SMK,178,B2,0,3,11,264,16,108,0.409090909
IDN,SMK,179,A2,0,0,0,243,16,87,0.358024691
IDN,SMK,180,B1,2,0,0,203,22,83,0.408866995
IDN,SMK,181,B1,2,2,3,245,16,97,0.395918367
IDN,SMK,182,A2,0,0,0,213,12,78,0.366197183
IDN,SMK,183,B1,1,0,0,206,18,76,0.368932039
IDN,SMK,184,B1,2,1,2,225,11,86,0.382222222
IDN,SMK,185,B1,1,2,2,224,17,96,0.428571429
IDN,SMK,186,A2,0,0,1,214,71,99,0.462616822
IDN,SMK,187,B1,2,0,9,270,18,92,0.340740741
IDN,SMK,188,B1,2,1,0,213,13,76,0.356807512
IDN,SMK,189,B1,2,0,8,282,12,113,0.40070922
IDN,SMK,190,B1,2,2,1,202,12,74,0.366336634
IDN,SMK,191,A2,0,0,2,224,32,97,0.433035714
IDN,SMK,192,B1,2,1,3,208,12,63,0.302884615
IDN,SMK,193,A2,0,0,9,260,18,98,0.376923077
IDN,SMK,194,B1,2,0,2,204,15,95,0.465686275
